loan_type,income_band_monthly_inr,employment_type,cibil_score_range,existing_emi_monthly_inr,foir_pct,eligibility_status,indicative_max_loan_inr,indicative_tenure_months,rate_category,additional_docs_required,decline_reason,notes
Education Loan,"INR 25,001–40,000",Self-Employed Professional,750–799 (Very Good),5000,15.6% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Professional,750–799 (Very Good),10000,31.2% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Professional,700–749 (Good),0,0.0% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Professional,700–749 (Good),5000,15.6% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Professional,700–749 (Good),10000,31.2% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Professional,650–699 (Fair),0,0.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Professional,650–699 (Fair),5000,15.6% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Professional,650–699 (Fair),10000,31.2% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Professional,Below 650 (Poor),0,0.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Professional,Below 650 (Poor),5000,15.6% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Professional,Below 650 (Poor),10000,31.2% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,800–900 (Excellent),0,0.0% (existing only),ELIGIBLE,1000000,180,Best rate (CIBIL 800+),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,800–900 (Excellent),5000,15.6% (existing only),ELIGIBLE,1000000,180,Best rate (CIBIL 800+),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,800–900 (Excellent),10000,31.2% (existing only),ELIGIBLE,1000000,180,Best rate (CIBIL 800+),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,750–799 (Very Good),0,0.0% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,750–799 (Very Good),5000,15.6% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,750–799 (Very Good),10000,31.2% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,700–749 (Good),0,0.0% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,700–749 (Good),5000,15.6% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,700–749 (Good),10000,31.2% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,650–699 (Fair),0,0.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,650–699 (Fair),5000,15.6% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,650–699 (Fair),10000,31.2% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,Below 650 (Poor),0,0.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,Below 650 (Poor),5000,15.6% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 25,001–40,000",Self-Employed Business Owner,Below 650 (Poor),10000,31.2% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,800–900 (Excellent),0,0.0% (existing only),ELIGIBLE,1000000,180,Best rate (CIBIL 800+),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,800–900 (Excellent),5000,10.0% (existing only),ELIGIBLE,1000000,180,Best rate (CIBIL 800+),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,800–900 (Excellent),10000,20.0% (existing only),ELIGIBLE,1000000,180,Best rate (CIBIL 800+),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,750–799 (Very Good),0,0.0% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,750–799 (Very Good),5000,10.0% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,750–799 (Very Good),10000,20.0% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,700–749 (Good),0,0.0% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,700–749 (Good),5000,10.0% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,700–749 (Good),10000,20.0% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,650–699 (Fair),0,0.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,650–699 (Fair),5000,10.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,650–699 (Fair),10000,20.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,Below 650 (Poor),0,0.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,Below 650 (Poor),5000,10.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – Government/PSU,Below 650 (Poor),10000,20.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – MNC (Cat A),800–900 (Excellent),0,0.0% (existing only),ELIGIBLE,1000000,180,Best rate (CIBIL 800+),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – MNC (Cat A),800–900 (Excellent),5000,10.0% (existing only),ELIGIBLE,1000000,180,Best rate (CIBIL 800+),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – MNC (Cat A),800–900 (Excellent),10000,20.0% (existing only),ELIGIBLE,1000000,180,Best rate (CIBIL 800+),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – MNC (Cat A),750–799 (Very Good),0,0.0% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – MNC (Cat A),750–799 (Very Good),5000,10.0% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – MNC (Cat A),750–799 (Very Good),10000,20.0% (existing only),ELIGIBLE,1000000,180,Standard rate (CIBIL 750-799),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – MNC (Cat A),700–749 (Good),0,0.0% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – MNC (Cat A),700–749 (Good),5000,10.0% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – MNC (Cat A),700–749 (Good),10000,20.0% (existing only),ELIGIBLE,1000000,180,Moderate rate (CIBIL 700-749),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
Education Loan,"INR 40,001–60,000",Salaried – MNC (Cat A),650–699 (Fair),0,0.0% (existing only),ELIGIBLE,1000000,180,High rate (CIBIL 650-699),Admission letter; fee structure; co-applicant income proof,,Indicative assessment only; subject to full credit appraisal
